BC001_ID_Cliente,BC002_Edad,BC003_Genero,BC004_Estado_civil,BC005_Nivel_educativo,BC006_Segmento_socioeconomico,BC007_Ciudad_Zona,BC008_Antiguedad_meses,BC009_Canal_captacion,BC010_Tipo_cliente,BC011_Plan,BC012_Banda_valor_RFM,BC013_Frecuencia_compra,BC014_Num_pedidos_2024,BC015_Ticket_medio_EUR,BC016_Gasto_total_2024_EUR,BC017_Categoria_principal,BC018_Variedad_categorias,BC019_Pct_pedidos_descuento,BC020_Intensidad_descuento,BC021_Metodo_pago,BC022_Renovaciones_suscripcion,BC023_Dias_desde_ultima_compra,BC024_Tiempo_medio_entrega_dias,BC025_Retrasos_entrega_num,BC026_Incidencias_registradas_num,BC027_Contactos_atencion_num,BC028_Satisfaccion_entregas,BC029_Satisfaccion_plataforma,BC030_Estado_cliente,BC031_Tipo_abandono,BC032_Razon_abandono
VC000111,18,Masculino,Casado/a,2,Alto,Madrid ,23,Orgánico,No suscripción,<no aplica>,3,Mensual,7,57,372,Hogar,3,43,2,Tarjeta,0,149,3,1,2,3,1.0,3.0,Inactivo,Voluntario,Atención al cliente
VC000112,39,Masculino,Casado/a,3,Medio,Barcelona,13,Ads,No suscripción,<no aplica>,3,Mensual,11,42,433,Hogar,4,56,3,Tarjeta,0,31,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC000113,40,Masculino,Soltero/a,4,Medio,Madrid,79,Referral,No suscripción,<no aplica>,5,Quincenal,23,59,1619,Cuidado personal,3,57,3,Tarjeta,0,26,2,0,1,1,2.0,3.0,Activo,<no informado>,<no informado>
VC000114,69,Femenino,,1,Medio,Madrid,60,Referral,No suscripción,<no aplica>,5,Semanal,27,50,939,Hogar,6,50,2,Tarjeta,0,238,2,1,3,4,2.0,3.0,Inactivo,Voluntario,Experiencia logística
VC000115,37,Masculino,Divorciado/a,3,Medio,Barcelona,120,Email,No suscripción,<no aplica>,5,Mensual,17,55,1037,Bebés,4,63,3,Tarjeta,0,19,2,1,1,3,3.0,3.0,Activo,<no informado>,<no informado>
VC000116,43,Femenino,Soltero/a,2,<no informado>,Valencia,16,Orgánico,No suscripción,<no aplica>,4,Mensual,15,38,531,Hogar,7,38,2,Tarjeta,0,37,2,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC000117,39,Masculino,Casado/a,3,Medio,BCN,40,Orgánico,No suscripción,<no aplica>,5,Semanal,44,40,1741,Cuidado personal,8,34,2,Tarjeta,0,7,2,1,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC000118,25,Femenino,Viudo/a,3,Medio,Madrid,20,Referral,No suscripción,<no aplica>,1,Ocasional,1,47,52,Hogar,1,23,2,Tarjeta,0,298,1,0,0,0,3.0,4.0,Inactivo,Voluntario,Precio
VC000119,53,Femenino,Pareja de hecho,4,Medio,bcn,4,Ads,No suscripción,<no aplica>,1,Ocasional,1,49,43,Alimentación,1,65,3,Tarjeta,0,59,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000120,48,Masculino,Soltero/a,1,Bajo,Valencia,44,Orgánico,No suscripción,<no aplica>,2,Mensual,9,34,267,Hogar,4,19,1,Tarjeta,0,18,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000121,48,Masculino,Casado/a,3,,BARCELONA ,120,Ads,No suscripción,<no aplica>,1,Ocasional,2,24,50,Hogar,2,53,3,PayPal,0,132,2,0,0,1,3.0,4.0,Inactivo,Voluntario,Competencia
VC000122,28,Femenino,Pareja de hecho,2,Medio,Barcelona,41,Afiliados,No suscripción,<no aplica>,2,Mensual,13,29,282,Mascotas,4,20,1,Wallet,0,22,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000123,56,Masculino,Casado/a,3,Medio,valencia,38,Orgánico,No suscripción,<no aplica>,2,Mensual,10,20,230,Hogar,5,74,3,Tarjeta,0,17,4,2,0,1,2.0,2.0,Activo,<no informado>,<no informado>
VC000124,22,Masculino,Pareja de hecho,4,Medio,Madrid,44,Email,No suscripción,<no aplica>,5,Quincenal,26,40,1028,Alimentación,9,73,3,Tarjeta,0,9,2,1,1,3,4.0,4.0,Activo,<no informado>,<no informado>
VC000125,46,Masculino,Casado/a,4,Medio,Barcelona,18,Ads,No suscripción,<no aplica>,3,Mensual,10,43,405,Cuidado personal,4,72,3,Tarjeta,0,58,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000126,65,Masculino,Soltero/a,2,Alto,Madrid,22,Referral,No suscripción,<no aplica>,1,Ocasional,1,66,66,ALIMENTACIÓN,1,57,3,Tarjeta,0,57,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000127,27,Femenino,Casado/a,4,<no informado>,Valencia,51,Orgánico,No suscripción,<no aplica>,4,Quincenal,15,55,758,Alimentación,5,19,1,Wallet,0,220,2,0,0,0,3.0,4.0,Inactivo,<no informado>,Competencia
VC000128,32,Masculino,Casado/a,2,Medio,Madrid,11,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,37,93,Hogar,3,37,2,Tarjeta,0,96,1,0,0,1,4.0,3.0,Activo,<no informado>,<no informado>
VC000129,40,Femenino,Casado/a,1,Medio,Valencia,24,Orgánico,No suscripción,<no aplica>,2,Quincenal,15,21,280,Hogar,7,31,2,PayPal,0,159,2,0,0,1,3.0,4.0,Inactivo,Voluntario,Competencia
VC000130,33,Femenino,Soltero/a,4,Medio,Barcelona,55,Email,No suscripción,<no aplica>,4,Quincenal,17,38,585,Hogar,6,47,2,Tarjeta,0,174,3,1,0,1,3.0,,Inactivo,Voluntario,<no informado>
VC000131,20,Masculino,Soltero/a,1,Medio,Madrid,10,Email,No suscripción,<no aplica>,1,Ocasional,2,23,53,Bebés,1,51,3,PayPal,0,298,3,0,0,0,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC000132,40,Masculino,Viudo/a,,<no informado>,Barcelona,28,Afiliados,No suscripción,<no aplica>,2,Mensual,4,34,120,Hogar,2,51,3,Tarjeta,0,10,1,1,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC000133,26,Masculino,Soltero/a,2,Bajo,Valencia,11,Referral,No suscripción,<no aplica>,1,Ocasional,1,23,24,Mascotas,1,17,1,Tarjeta,0,13,3,0,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC000134,45,Masculino,Soltero/a,2,Medio,Madrid,22,Referral,No suscripción,<no aplica>,1,Ocasional,2,44,88,Hogar,2,67,3,Tarjeta,0,20,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000135,28,Masculino,Pareja de hecho,1,Bajo,Valencia,29,Ads,No suscripción,<no aplica>,5,Semanal,31,28,928,Alimentación,5,40,2,Tarjeta,0,10,3,1,2,4,3.0,3.0,Activo,<no informado>,<no informado>
VC000136,58,Femenino,Casado/a,4,Medio,Madrid,44,Orgánico,No suscripción,<no aplica>,4,Quincenal,22,38,653,Cuidado personal,8,23,2,Wallet,0,26,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000137,30,Prefiere no decirlo,Soltero/a,3,Bajo,Madrid,55,Orgánico,No suscripción,<no aplica>,4,Quincenal,17,37,570,Cuidado personal,6,62,3,PayPal,0,118,2,4,1,2,3.0,4.0,Inactivo,Voluntario,Competencia
VC000138,35,Femenino,Casado/a,3,Alto,Madrid,30,Ads,No suscripción,<no aplica>,5,Semanal,38,38,1374,Otros,9,30,2,Tarjeta,0,168,2,1,3,4,4.0,4.0,Inactivo,Voluntario,Atención al cliente
VC000139,49,Masculino,Casado/a,2,Medio,Valencia,14,Ads,No suscripción,<no aplica>,4,Mensual,16,47,667,Hogar,5,7,1,Transferencia,0,196,2,1,2,3,2.0,4.0,Inactivo,Voluntario,Competencia
VC000140,24,Masculino,Casado/a,3,Alto,Valencia,39,Orgánico,No suscripción,<no aplica>,4,Mensual,18,49,724,Mascotas,5,20,1,Tarjeta,0,999,1,1,2,3,4.0,3.0,Inactivo,Voluntario,Experiencia logística
VC000141,42,Masculino,Divorciado/a,4,<no informado>,Valencia,10,Referral,No suscripción,<no aplica>,1,Ocasional,2,33,72,Alimentación,2,40,2,Tarjeta,0,50,3,0,0,0,2.0,3.0,Activo,<no informado>,<no informado>
VC000142,55,Femenino,Soltero/a,4,Medio,Barcelona,68,Afiliados,No suscripción,<no aplica>,4,Quincenal,13,39,502,Hogar,5,46,2,PayPal,0,20,2,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC000143,20,Masculino,Casado/a,5,Medio,Valencia,14,Email,No suscripción,<no aplica>,2,Ocasional,3,51,136,Mascotas,2,84,3,Tarjeta,0,170,3,0,0,0,3.0,2.0,Inactivo,Voluntario,Competencia
VC000144,41,Masculino,Soltero/a,3,Bajo,Barcelona,29,Ads,No suscripción,<no aplica>,1,Ocasional,2,22,47,Hogar,2,34,2,Tarjeta,0,286,2,0,0,0,3.0,2.0,Inactivo,Voluntario,Precio
VC000145,42,Masculino,Casado/a,<no informado>,Alto,Madrid,13,Orgánico,No suscripción,<no aplica>,5,Quincenal,16,49,874,OTROS,6,41,2,Tarjeta,0,17,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000146,48,Femenino,Pareja de hecho,2,Medio,Madrid,42,Orgánico,No suscripción,<no aplica>,3,Mensual,10,39,354,Cuidado personal,5,30,2,PayPal,0,215,2,1,1,3,2.0,3.0,Inactivo,Voluntario,Competencia
VC000147,24,Masculino,Soltero/a,1,Medio,Valencia,50,Email,No suscripción,<no aplica>,3,Mensual,9,44,421,Cuidado personal,5,10,1,Wallet,0,105,2,0,0,0,3.0,3.0,Inactivo,Voluntario,Competencia
VC000148,23,Masculino,Casado/a,4,Medio,BCN,36,Ads,No suscripción,<no aplica>,2,Mensual,7,43,248,Hogar,4,41,2,PayPal,0,116,2,0,0,0,4.0,4.0,Inactivo,<no informado>,Competencia
VC000149,45,Masculino,Soltero/a,2,Bajo,Madrid,22,Referral,No suscripción,<no aplica>,1,Ocasional,3,17,47,Cuidado personal,1,56,3,PayPal,0,340,1,1,0,1,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC000150,43,Masculino,Soltero/a,1,Medio,Barcelona,64,Afiliados,No suscripción,<no aplica>,4,Mensual,10,53,706,Mascotas,3,41,2,Wallet,0,3,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000151,42,Femenino,Casado/a,,Bajo,Barcelona,30,Ads,No suscripción,<no aplica>,2,Mensual,10,28,290,Alimentación,5,41,2,Tarjeta,0,27,3,1,0,2,1.0,4.0,Activo,<no informado>,<no informado>
VC000152,43,Femenino,Casado/a,4,Medio,Madrid,54,Email,No suscripción,<no aplica>,4,Mensual,14,58,634,ALIMENTACIÓN,3,53,3,Transferencia,0,48,1,0,0,0,4.0,2.0,Activo,<no informado>,<no informado>
VC000153,31,Femenino,Soltero/a,1,Medio,Madrid,7,Email,No suscripción,<no aplica>,5,Semanal,39,43,1682,Cuidado personal,9,31,2,Tarjeta,0,101,1,0,1,1,4.0,4.0,Inactivo,Voluntario,Competencia
VC000154,42,Femenino,Divorciado/a,4,Medio,Madrid,27,Orgánico,No suscripción,<no aplica>,4,Semanal,29,26,720,Bebés,7,33,2,Tarjeta,0,0,2,3,2,3,2.0,4.0,Activo,<no informado>,<no informado>
VC000155,43,No binario,Soltero/a,4,Alto,Madrid,26,Orgánico,No suscripción,<no aplica>,3,Mensual,14,37,464,Hogar,4,63,3,Tarjeta,0,14,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000156,30,Femenino,Soltero/a,4,Medio,Barcelona,38,Email,No suscripción,<no aplica>,1,Ocasional,1,44,49,Alimentación,1,15,1,Tarjeta,0,80,4,0,0,0,1.0,4.0,Activo,<no informado>,<no informado>
VC000157,61,Femenino,Soltero/a,,Medio,Madrid,46,Afiliados,No suscripción,<no aplica>,5,Quincenal,24,41,962,Bebés,4,25,2,Tarjeta,0,27,2,1,1,2,2.0,4.0,Activo,<no informado>,<no informado>
VC000158,45,Femenino,Soltero/a,3,Alto,Barcelona,79,Ads,No suscripción,<no aplica>,3,Quincenal,9,55,428,Hogar,4,42,2,Wallet,0,313,2,1,0,1,3.0,3.0,Inactivo,Voluntario,<no informado>
VC000159,25,Masculino,Soltero/a,4,Alto,Barcelona,24,Ads,No suscripción,<no aplica>,4,Mensual,9,63,558,Mascotas,3,63,3,Transferencia,0,169,2,0,0,0,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC000160,47,Femenino,Pareja de hecho,3,Medio,Barcelona,17,Email,No suscripción,<no aplica>,3,Mensual,13,36,415,Bebés,3,6,1,Tarjeta,0,57,3,0,0,0,,4.0,Activo,<no informado>,<no informado>
VC000161,27,Femenino,Casado/a,3,Bajo,Madrid,41,Orgánico,No suscripción,<no aplica>,2,Mensual,10,23,225,Cuidado personal,5,22,2,Tarjeta,0,52,4,1,0,1,1.0,4.0,Activo,<no informado>,<no informado>
VC000162,48,Femenino,Casado/a,3,Medio,Madrid ,20,Orgánico,No suscripción,<no aplica>,4,Quincenal,15,51,729,Cuidado personal,3,33,2,Tarjeta,0,28,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000163,53,Femenino,Viudo/a,3,Alto,Barna,34,Afiliados,No suscripción,<no aplica>,1,Ocasional,2,56,94,Alimentación,2,40,2,Tarjeta,0,65,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000164,29,Prefiere no decirlo,Casado/a,<no informado>,Medio,Madrid,9,Referral,No suscripción,<no aplica>,3,Mensual,7,43,341,Hogar,5,36,2,Tarjeta,0,9,2,0,1,1,4.0,4.0,Activo,<no informado>,<no informado>
VC000165,51,Femenino,Soltero/a,2,Medio,Barcelona,29,Referral,No suscripción,<no aplica>,1,Ocasional,2,37,70,Cuidado personal,1,32,2,Tarjeta,0,113,1,0,0,0,4.0,4.0,Inactivo,Voluntario,Competencia
VC000166,44,Masculino,Soltero/a,1,Alto,Barcelona,6,Ads,No suscripción,<no aplica>,5,Mensual,9,78,866,Hogar,3,16,1,Tarjeta,0,0,3,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC000167,49,Prefiere no decirlo,Soltero/a,4,Bajo,Madrid,22,Ads,No suscripción,<no aplica>,1,Ocasional,3,26,91,Alimentación,3,36,2,Tarjeta,0,159,2,0,1,2,3.0,4.0,Inactivo,Voluntario,Precio
VC000168,62,Masculino,Casado/a,2,Bajo,Barcelona,32,Marketplace,No suscripción,<no aplica>,3,Mensual,13,27,460,Bebés,7,43,2,Tarjeta,0,211,3,1,0,1,3.0,4.0,Inactivo,Voluntario,Precio
VC000169,36,Prefiere no decirlo,Soltero/a,3,Alto,Madrid,31,Referral,No suscripción,<no aplica>,1,Ocasional,1,56,49,Hogar,1,24,2,Tarjeta,0,282,2,0,0,0,4.0,4.0,Inactivo,Voluntario,Precio
VC000170,30,Masculino,Casado/a,1,Bajo,Barcelona,22,Orgánico,No suscripción,<no aplica>,3,Mensual,10,46,432,Otros,4,61,3,Tarjeta,0,7,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000171,28,Femenino,Casado/a,3,Medio,Barcelona,51,Orgánico,No suscripción,<no aplica>,5,Quincenal,25,47,978,Mascotas,7,53,3,PayPal,0,171,2,1,0,1,4.0,4.0,Inactivo,Voluntario,<no informado>
VC000172,29,Masculino,Pareja de hecho,4,Alto,Barcelona,22,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,48,102,Alimentación,2,37,2,PayPal,0,114,2,0,1,1,3.0,4.0,Activo,<no informado>,<no informado>
VC000173,38,Femenino,Pareja de hecho,3,Medio,Barcelona,17,Orgánico,No suscripción,<no aplica>,4,Mensual,13,47,574,Hogar,5,70,3,Tarjeta,0,159,2,1,1,3,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC000174,43,Femenino,Soltero/a,2,Medio,Barcelona,24,Afiliados,No suscripción,<no aplica>,3,Ocasional,6,64,309,Hogar,5,44,2,PayPal,0,302,2,1,0,1,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC000175,42,Masculino,Soltero/a,5,Medio,Barcelona,33,Ads,No suscripción,<no aplica>,1,Ocasional,1,42,51,Alimentación,1,73,3,Tarjeta,0,125,2,0,0,0,4.0,3.0,Inactivo,Voluntario,Competencia
VC000176,49,Masculino,Casado/a,2,Medio,Barna,15,Ads,No suscripción,<no aplica>,5,Semanal,31,51,1768,Cuidado personal,7,32,2,Tarjeta,0,195,3,3,2,3,3.0,4.0,Inactivo,<no informado>,Competencia
VC000177,39,Masculino,Soltero/a,3,Medio,Valencia,76,Marketplace,No suscripción,<no aplica>,4,Mensual,8,64,534,Mascotas,2,25,2,Tarjeta,0,16,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000178,56,Masculino,Soltero/a,3,Medio,Madrid,64,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,45,48,Cuidado personal,1,32,2,Tarjeta,0,28,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000179,36,Femenino,Casado/a,<no informado>,Medio,Madrid,74,Ads,No suscripción,<no aplica>,4,Mensual,14,40,609,Hogar,5,13,1,Wallet,0,39,3,1,2,3,2.0,4.0,Activo,<no informado>,<no informado>
VC000180,72,Masculino,Soltero/a,1,Medio,BCN,31,Orgánico,No suscripción,<no aplica>,4,Mensual,13,37,496,Alimentación,5,47,2,Tarjeta,0,43,1,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000181,47,Femenino,Pareja de hecho,3,Medio,Valencia,60,Ads,No suscripción,<no aplica>,1,Ocasional,1,34,31,Bebés,1,36,2,Tarjeta,0,0,3,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC000182,29,Femenino,Soltero/a,2,Bajo,Madrid,33,Orgánico,No suscripción,<no aplica>,4,Quincenal,17,38,638,Alimentación,7,13,1,Tarjeta,0,5,2,0,2,2,4.0,4.0,Activo,<no informado>,<no informado>
VC000183,26,Masculino,Viudo/a,1,Bajo,Barcelona,63,Orgánico,No suscripción,<no aplica>,3,Mensual,10,46,407,hogar,4,32,2,Tarjeta,0,57,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000184,45,Femenino,Pareja de hecho,4,Medio,Madrid,26,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,35,36,Alimentación,1,63,3,Tarjeta,0,15,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000185,36,Masculino,Soltero/a,3,Alto,Madrid,30,Orgánico,No suscripción,<no aplica>,5,Quincenal,19,58,1192,Hogar,5,31,2,Tarjeta,0,29,3,0,1,2,3.0,3.0,Activo,<no informado>,<no informado>
VC000186,48,Masculino,Casado/a,3,Medio,Madrid,26,Marketplace,No suscripción,<no aplica>,1,Ocasional,1,32,29,Hogar,1,67,3,Tarjeta,0,16,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000187,45,Femenino,Casado/a,2,Bajo,Valencia,46,Orgánico,No suscripción,<no aplica>,2,Mensual,13,10,144,Alimentación,5,17,1,Wallet,0,257,1,1,2,3,4.0,4.0,Inactivo,Voluntario,Precio
VC000188,38,Masculino,Casado/a,4,Bajo,Madrid,35,Ads,No suscripción,<no aplica>,4,Mensual,15,32,557,Mascotas,5,15,1,Tarjeta,0,41,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000189,29,Masculino,Casado/a,4,Medio,Madrid,93,Email,No suscripción,<no aplica>,4,Mensual,9,52,504,Otros,6,15,1,Tarjeta,0,53,1,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC000190,21,Femenino,Casado/a,3,Bajo,Barcelona,42,Email,No suscripción,<no aplica>,2,Quincenal,18,10,161,Bebés,6,49,2,Tarjeta,0,20,3,0,2,2,3.0,4.0,Activo,<no informado>,<no informado>
VC000191,34,Femenino,Casado/a,3,Bajo,Barcelona,49,Marketplace,No suscripción,<no aplica>,2,Mensual,9,22,207,Hogar,3,26,2,Tarjeta,0,29,4,3,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC000192,49,Masculino,Soltero/a,5,Medio,Madrid,19,Ads,No suscripción,<no aplica>,4,Quincenal,16,36,581,Cuidado personal,6,52,3,Transferencia,0,9,2,1,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC000193,42,Femenino,Divorciado/a,4,Medio,Madrid,23,Ads,No suscripción,<no aplica>,2,Mensual,5,60,284,Hogar,3,61,3,Tarjeta,0,6,3,1,1,2,2.0,4.0,Activo,<no informado>,<no informado>
VC000194,24,Masculino,Soltero/a,3,Alto,Valencia,37,Referral,No suscripción,<no aplica>,4,Mensual,9,52,589,Cuidado personal,4,8,1,Wallet,0,317,1,0,1,2,4.0,4.0,Inactivo,Voluntario,Precio
VC000195,41,Femenino,Soltero/a,3,Alto,BCN,25,Referral,No suscripción,<no aplica>,3,Ocasional,6,51,303,Mascotas,3,45,2,Tarjeta,0,104,3,0,1,1,2.0,4.0,Activo,<no informado>,<no informado>
VC000196,44,Masculino,Soltero/a,4,Medio,Madrid,57,Referral,No suscripción,<no aplica>,5,Quincenal,23,49,1227,HOGAR ,7,13,1,Tarjeta,0,1,2,1,2,3,2.0,4.0,Activo,<no informado>,<no informado>
VC000197,28,Masculino,Divorciado/a,1,Medio,madrid,11,Ads,No suscripción,<no aplica>,5,Semanal,41,65,2190,Alimentación,10,36,2,Tarjeta,0,9,2,3,2,4,3.0,3.0,Activo,<no informado>,<no informado>
VC000198,41,Femenino,Casado/a,3,Medio,Madrid,79,Afiliados,No suscripción,<no aplica>,1,Ocasional,1,39,41,Hogar,1,27,2,Tarjeta,0,33,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000199,40,Masculino,Pareja de hecho,<no informado>,Bajo,Barcelona,50,Ads,No suscripción,<no aplica>,3,Mensual,11,29,339,Alimentación,5,47,2,PayPal,0,31,1,1,0,2,4.0,4.0,Activo,<no informado>,<no informado>
VC000200,25,Masculino,Pareja de hecho,4,Medio,Valencia,11,Referral,No suscripción,<no aplica>,4,Quincenal,20,31,501,Cuidado personal,5,34,2,Wallet,0,4,3,0,1,1,1.0,4.0,Activo,<no informado>,<no informado>
VC000201,43,Masculino,Pareja de hecho,4,Bajo,Valencia,59,Ads,No suscripción,<no aplica>,2,Mensual,7,30,172,Hogar,5,51,3,Tarjeta,0,6,4,0,1,1,2.0,3.0,Activo,<no informado>,<no informado>
VC000202,46,Masculino,Casado/a,1,Bajo,Madrid,55,Orgánico,No suscripción,<no aplica>,2,Quincenal,24,10,207,Cuidado personal,5,23,2,Tarjeta,0,23,2,2,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC000203,52,Masculino,Soltero/a,<no informado>,Bajo,Barcelona,73,Orgánico,No suscripción,<no aplica>,4,Mensual,20,33,678,Alimentación,6,22,2,Tarjeta,0,22,1,1,0,2,4.0,4.0,Activo,<no informado>,<no informado>
VC000204,52,Masculino,Soltero/a,3,Alto,Barcelona,38,Referral,No suscripción,<no aplica>,1,Ocasional,1,85,89,Cuidado personal,2,70,3,Tarjeta,0,276,3,0,0,1,4.0,3.0,Inactivo,Voluntario,Competencia
VC000205,22,Masculino,Casado/a,2,Alto,Barcelona,21,Orgánico,No suscripción,<no aplica>,3,Mensual,8,58,479,Alimentación,4,32,2,Tarjeta,0,6,3,0,0,0,2.0,3.0,Activo,<no informado>,<no informado>
VC000206,28,Masculino,Casado/a,3,Medio,Barcelona,9,Marketplace,No suscripción,<no aplica>,3,Mensual,8,51,405,cuidado personal,4,45,2,Transferencia,0,41,2,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC000207,45,Femenino,Casado/a,4,Medio,Madrid,46,Ads,No suscripción,<no aplica>,4,Semanal,26,26,660,Cuidado personal,8,82,3,Tarjeta,0,244,1,2,4,6,3.0,4.0,Inactivo,Voluntario,Precio
VC000208,45,Prefiere no decirlo,Casado/a,1,Bajo,Madrid,9,Afiliados,No suscripción,<no aplica>,3,Mensual,12,33,398,Cuidado personal,4,35,2,PayPal,0,19,2,1,1,3,3.0,4.0,Activo,<no informado>,<no informado>
VC000209,45,Femenino,Casado/a,4,Medio,Madrid,11,Ads,No suscripción,<no aplica>,4,Mensual,11,44,559,Mascotas,4,62,3,PayPal,0,47,2,0,1,1,4.0,3.0,Activo,<no informado>,<no informado>
VC000210,80,Femenino,Soltero/a,4,Medio,València,52,Orgánico,No suscripción,<no aplica>,2,Mensual,8,30,261,Hogar,4,66,3,PayPal,0,95,3,0,0,1,3.0,3.0,Inactivo,Voluntario,Competencia
VC000211,46,Femenino,Soltero/a,1,Medio,Barcelona,17,Orgánico,No suscripción,<no aplica>,3,Mensual,11,35,364,Otros,4,15,1,Transferencia,0,7,2,1,0,2,2.0,3.0,Activo,<no informado>,<no informado>
VC000212,53,Femenino,Pareja de hecho,4,Bajo,Madrid,15,Orgánico,No suscripción,<no aplica>,2,Mensual,8,27,196,Otros,3,45,2,Tarjeta,0,8,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC000213,50,Femenino,Soltero/a,4,Medio,Madrid,27,Orgánico,No suscripción,<no aplica>,4,Quincenal,24,31,771,Hogar,7,2,1,Tarjeta,0,14,1,1,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC000214,47,Femenino,Casado/a,1,<no informado>,Barcelona,38,Ads,No suscripción,<no aplica>,1,Ocasional,3,17,58,Alimentación,3,55,3,PayPal,0,342,1,0,0,0,4.0,4.0,Inactivo,Voluntario,Competencia
VC000215,35,Femenino,Casado/a,2,Bajo,Barcelona,15,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,25,38,Mascotas,1,49,2,Tarjeta,0,38,2,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC000216,48,Masculino,<no informado>,2,Medio,Valencia,69,Ads,No suscripción,<no aplica>,2,Mensual,5,41,167,Hogar,3,61,3,PayPal,0,21,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000217,30,Femenino,Divorciado/a,2,Medio,Barcelona,32,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,35,33,Hogar,1,67,3,Wallet,0,85,2,0,0,1,4.0,,Activo,<no informado>,<no informado>
VC000218,36,Femenino,Casado/a,3,Bajo,Valencia,56,Ads,No suscripción,<no aplica>,4,Mensual,17,29,487,Cuidado personal,5,31,2,Tarjeta,0,39,2,1,1,2,4.0,4.0,Activo,<no informado>,<no informado>
VC000219,33,Femenino,,2,Alto,Barcelona,7,Referral,No suscripción,<no aplica>,4,Mensual,12,52,687,Hogar,7,33,2,Wallet,0,32,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC000220,40,Femenino,Soltero/a,4,Medio,Valencia,27,Ads,No suscripción,<no aplica>,1,Ocasional,2,54,96,Bebés,1,14,1,Tarjeta,0,35,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC000221,67,Femenino,Casado/a,<no informado>,Medio,Barcelona,39,Ads,No suscripción,<no aplica>,5,Quincenal,20,63,1206,Alimentación,6,55,3,Tarjeta,0,12,2,0,0,0,4.0,2.0,Activo,<no informado>,<no informado>
VC000222,18,Masculino,Pareja de hecho,2,Medio,Madrid,34,Orgánico,No suscripción,<no aplica>,2,Ocasional,3,47,164,Cuidado personal,2,15,1,Tarjeta,0,243,1,0,0,0,4.0,4.0,Inactivo,Voluntario,Precio
VC000223,47,Masculino,Casado/a,3,Alto,Barcelona,28,Referral,No suscripción,<no aplica>,4,Quincenal,19,38,780,Alimentación,6,48,2,Wallet,0,23,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
